Cycle,Discharge_Capacity(Ah),knn,particle_filter,rvm,dcnn
115,2.296501398,2.058465025691738,2.3206520629650496,2.3087334218488276,2.298238515
116,2.2921149730000003,2.427979597159825,2.5778341114823045,2.346275008130759,2.266370772
117,2.289865017,2.0810029523858335,2.5009585093542377,2.241153213874873,2.289404631
118,2.2841765880000002,2.146461116688374,2.3409301036730352,2.207337646573029,2.2465574729999997
119,2.294176588,1.7657613243546484,2.4443752935495273,2.233078467216869,2.2465574729999997
120,2.287072659,1.8153280599735668,2.244037849138606,2.2520933719459166,2.2677588450000004
121,2.2820172309999998,2.386116385679636,2.1112420172225512,2.2197346026495692,2.250170946
122,2.2816364769999997,1.7919515008829205,2.198825260770604,2.2540592133679462,2.2533562170000003
123,2.274747849,2.6230345247801994,1.9659670732579566,2.272583291755613,2.2551777360000003
124,2.280215025,2.11926130266093,2.4739294678359167,2.2959320614264707,2.281461
125,2.2902150249999997,1.8582928478797702,2.555742951839654,2.301935091978124,2.281461
126,2.272858143,2.1149524941580213,2.299732930612772,2.276968386840277,2.274290322
127,2.271302462,2.4661010024556163,2.1651948971170087,2.188767952464412,2.232548715
128,2.2813024619999998,2.2203941121619524,2.595313117629807,2.344041566185704,2.232548715
129,2.2724924090000003,2.2746377154413,2.3896220951270317,2.325897298183092,2.266280652
130,2.269903898,2.237240609147624,2.4348838332692395,2.216570571268881,2.1834864629999995
131,2.273428917,2.346630552644449,2.343978480659317,2.2725711960837742,2.251190424
132,2.270469904,2.2118638927281182,2.544661425533413,2.216265191363919,2.2559731020000005
133,2.2710671419999997,2.2885044360667735,2.255119961492617,2.262922224314472,2.24750781
134,2.263954163,1.9776365165863619,2.332639160713626,2.335086647724772,2.179896354
135,2.267071247,2.1495774679413655,2.0653833313562022,2.3822893683003863,2.2536854729999996
136,2.256864309,2.2885865286420675,2.2149646687572164,2.141258375593462,2.28764367
137,2.259948969,1.9442845404236522,2.4277665285841943,2.200068532203258,2.18608737
138,2.259967327,1.658558849989372,2.248944727481321,2.303167752348532,2.17599702
139,2.264413595,1.9688693141162585,2.391674096786062,2.2592258351864607,2.2719910139999997
140,2.259504795,2.2278997175421718,2.2143118911652224,2.237889195561394,2.199988842
141,2.2695047949999996,2.4431243183366016,2.3651993932456725,2.2363037967457595,2.199988842
142,2.2624945640000003,2.191654874774395,2.1651132830026607,2.3562676238802185,2.2652916899999997
143,2.272494564,1.8780780018855627,2.5955143860195573,2.2542366530580655,2.2652916899999997
144,2.250357628,2.0955133533434744,2.0374143317230544,2.179983870569922,2.2175586210000002
145,2.243380785,2.337275766570487,2.360346388065926,2.2441840909336297,2.200758933
146,2.2533807849999996,1.5681832471410857,2.3037741740125166,2.2449396783189846,2.200758933
147,2.2256853580000002,2.1889690760095344,2.256764284555759,2.2272905514313535,2.1747918120000005
148,2.235685358,2.132752517921106,2.4803135107821515,2.2457160034244836,2.1747918120000005
149,2.21686554,2.6338174985597433,2.425082052290254,2.3118398773920803,2.1665799629999998
150,2.1973207,2.1822648484930887,2.0065367200688145,2.24732212443368,2.1582398400000002
151,2.2073207,2.1279345462221464,2.446004031082006,2.200785273336323,2.1582398400000002
152,2.1807689669999997,2.0063191296359877,2.1805297600304505,2.19939295172656,2.158573626
153,2.1907689669999995,1.8529450494677215,2.2175650701775957,2.16324365290653,2.158573626
154,2.185495615,1.9311162060327332,2.1823021431404874,2.219085168044599,2.152951716
155,2.18184495,1.8861803605610545,2.4774516933164312,2.214380862810682,2.153089524
156,2.1918449499999997,1.9442144134874293,2.2307198005886164,2.145560033807279,2.153089524
157,2.212587357,2.1465484888682007,2.3117736907228394,2.199824025503908,2.144948958
158,2.204627275,2.2369272658498525,1.9819531232723036,2.3271005990771774,2.15586996
159,2.2163372040000002,1.731096183161252,2.4198624226552186,2.2216459912678426,2.155328034
160,2.200787306,2.1473071127790573,2.131848012008948,2.240053582769259,2.160669564
161,2.216396093,2.027611609092547,2.1019434655342506,2.2105998554369175,2.173864842
162,2.1961750980000003,1.9200413410698316,2.3957303084015575,2.1316786005584625,2.147533416
163,2.206175098,1.8896173054304717,2.236761432452085,2.2504067697774257,2.147533416
164,2.210989952,2.2054225257370983,2.180372868408401,2.210847737915577,2.139509679
165,2.2209899519999996,2.294933254462455,2.3641805178448987,2.2681124408377102,2.139509679
166,2.214040041,2.0577979246319535,2.256699224411778,2.1678280450201552,2.223488331
167,2.237624168,1.848312840453269,2.1761061266684405,2.2793038648216832,2.1363608849999998
168,2.2476241679999998,1.846999933354258,2.1693839677409112,2.375159466564066,2.1363608849999998
169,2.238227606,2.262229146945184,2.1818303061453608,2.261165449114383,2.1442170149999997
170,2.233862162,1.7995120726117402,2.104231285445004,2.2474059776901667,2.136419058
171,2.220573902,1.9075796050830212,2.080559348517603,2.17524719737202,2.218513728
172,2.212085247,2.670485934735637,2.172679247006896,2.1420868995786715,2.200715541
173,2.202252865,2.184475199052869,2.280347229359065,2.0947479814727994,2.144658804
174,2.199736357,1.8693930018484775,2.172374934944713,2.1970060716849655,2.140647651
175,2.205652237,2.4257111999664787,2.3180566946711325,2.2523543233963315,2.145045996
176,2.2083394530000002,1.8372093980827708,2.324435029397722,2.2282369718608486,2.1437761770000003
177,2.208874941,2.1934639406707612,1.8679779676632766,2.2467583243098392,2.1893494139999996
178,2.2188749409999997,1.9042839672991512,2.3993630495890423,2.2790722384536455,2.1893494139999996
179,2.1959557530000002,1.9162402034380033,2.1564664683563253,2.124604787944363,2.246568441
180,2.1763808730000003,2.3415226181345807,2.1577717346008116,2.2536212448507724,2.124426843
181,2.163932085,2.241947878738089,2.1686418909576846,2.17819436742627,2.1274015889999998
182,2.142705917,1.859595532805589,2.0317086250930627,2.1180179587503214,2.1305961599999996
183,2.137735128,1.9017033176877431,1.828779360957433,2.1906379175681274,2.129600526
184,2.147735128,2.2308699097020623,2.3897585253626987,2.099510920648184,2.129600526
185,2.121329546,1.8796900682250692,2.0867052565904483,2.1632888390714697,2.129029989
186,2.143420458,2.1135936132174966,2.0903891104758174,2.1591289649887138,2.120529174
187,2.1274139880000003,1.7796608481801317,2.4233921945918735,2.1300736968650797,2.124410868
188,2.131532907,1.9912621583596026,2.038367037418403,2.2022972725148247,2.121978282
189,2.120051384,1.6252960308602316,2.258479648773278,2.1545894261420657,2.121994494
190,2.126640797,1.6366110908127665,2.243401216324517,2.1253575907402444,2.119327545
191,2.124307394,2.1070843951876213,2.1104758782755604,2.1685853295868482,2.1188282970000003
192,2.134307394,2.2434367404035336,2.2444634864686326,2.1398220903441474,2.1188282970000003
193,2.141741037,1.7158588337899823,2.227788420016446,2.0395649470628623,2.11345005
194,2.141784668,1.6573284581836354,2.1147952228981257,2.1138808432872294,2.109418632
195,2.135057211,2.114038729958534,2.4323383020352147,2.1446505282725625,2.110976697
196,2.1243379119999997,1.6245649554297796,1.9896200418484902,2.1138648614569204,2.110280514
197,2.1343379119999994,1.7695963879328678,1.9022443442657817,2.1668118537394663,2.110280514
198,2.126679897,1.8418154544115948,1.9937013262072725,2.1138856714302374,2.107200624
199,2.131059408,1.4908378013537438,2.05022319664074,2.111258200712927,2.1041040420000003
200,2.124484539,1.9026007649857488,2.0332445479740713,2.147077363386456,2.104643583
201,2.133508205,1.9520662882743043,2.2766305881525777,2.078501181669794,2.101368426
202,2.146458387,2.19850180980965,2.0512328164997333,2.1355952377915273,2.108489037
203,2.129010439,1.4574058901540439,1.911571015639452,2.1689663437125084,2.114908935
204,2.145061255,1.54731467010255,2.2911060044074207,2.1925745342663205,2.107056141
205,2.1550612549999997,2.2903346416992374,2.1142373172026603,2.1461234665071904,2.107056141
206,2.144786835,1.6431804979545166,2.3026040061575035,2.1070372004075506,2.1467409120000003
207,2.131172895,1.9515909694355162,2.10873708583403,2.2128461006266957,2.101168395
208,2.128793001,1.55602439762224,2.314463520639212,2.1039925401013546,2.0988452429999995
209,2.12507844,2.0533218835750624,2.21199626145261,2.089628255080055,2.089559556
210,2.141812801,1.6195959320060778,2.2035204984982206,2.0631275977158383,2.1872742179999998
211,2.138496161,1.814263466203599,2.457538079965778,2.1292012134098206,2.093289138
212,2.118551731,1.9988784241151758,1.781021624046231,2.136499405078821,2.095510959
