dcnn_soh
0.71348087
0.779687961
0.773546139
0.797719479
0.763911963
0.773124854
0.773538987
0.783450206
0.759297053
0.779995124
0.779995124
0.786829233
0.757791599
0.78442057
0.789736748
0.758022785
0.778729677
0.778729677
0.779169877
0.761028051
0.761028051
0.767926296
0.767989556
0.792650938
0.77395002
0.77395002
0.756885211
0.756885211
0.778990507
0.750891447
0.780037244
0.771092653
0.758455833
0.789974451
0.788857063
0.788857063
0.754339059
0.757752975
0.756833712
0.77130119
0.77130119
0.742649317
0.774156729
0.757961035
0.75901556
0.753019253
0.753019253
0.769013564
0.770828088
0.772527774
0.772527774
0.771502336
0.771502336
0.771293799
0.745512327
0.781457265
0.775759459
0.775759459
0.776054541
0.776054541
0.764810085
0.764810085
0.747738361
0.760631879
0.760631879
0.756648938
0.742600441
0.742600441
0.738023758
0.738023758
0.765802066
0.765802066
0.759560108
0.752815803
0.766538143
0.743213892
0.776651303
0.739434481
0.739434481
0.739655892
0.737818162
0.737818162
0.774979115
0.774979115
0.758682569
0.740231276
0.740231276
0.757468859
0.743575811
0.753988028
0.763470968
0.763470968
0.737033526
0.737033526
0.764041901
0.761808395
0.76146253
0.758727392
0.760333935
0.754813353
0.754813353
0.752566655
0.765788953
0.737728914
0.737728914
0.759454648
0.746821165
0.746821165
0.733849684
0.733540058
0.7592779
0.7592779
0.760613283
0.761243423
0.766079505
0.755456924
0.763134877
0.748852491
0.748852491
0.755919615
0.750056982
0.751118739
0.751725912
0.760487
0.760487
0.758096774
0.744182905
0.744182905
0.755426884
0.727828821
0.750396808
0.751991034
0.74916927
0.726632118
0.751228491
0.76254789
0.72869579
0.72533234
0.757330338
0.733329614
0.733329614
0.75509723
0.75509723
0.739186207
0.733586311
0.733586311
0.724930604
0.724930604
0.722193321
0.71941328
0.71941328
0.719524542
0.719524542
0.717650572
0.717696508
0.717696508
0.714982986
0.71862332
0.718442678
0.720223188
0.724621614
0.715844472
0.715844472
0.713169893
0.713169893
0.741162777
0.712120295
0.712120295
0.714739005
0.712139686
0.739504576
0.733571847
0.714886268
0.713549217
0.715015332
0.714592059
0.729783138
0.729783138
0.748856147
0.708142281
0.709133863
0.71019872
0.709866842
0.709866842
0.709676663
0.706843058
0.708136956
0.707326094
0.707331498
0.706442515
0.706276099
0.706276099
0.70448335
0.703139544
0.703658899
0.703426838
0.703426838
0.702400208
0.701368014
0.701547861
0.700456142
0.702829679
0.704969645
0.702352047
0.702352047
0.715580304
0.700389465
0.699615081
0.696519852
0.729091406
0.697763046
0.698503653
